"","ENST","ENSG","Symbol","Entrez"
"962","ENST00000633478","ENSG00000282429","",NA
"963","ENST00000576740","ENSG00000262214","KRTAP9-12P",NA
"964","ENST00000575382","ENSG00000262946","KRTAP9-11P",NA
"965","ENST00000570825","ENSG00000262594","KRTAP9-9",81870
"966","ENST00000613962","ENSG00000274597","",NA
"967","ENST00000611466","ENSG00000277691","",NA
"969","ENST00000631538","ENSG00000282233","",NA
"972","ENST00000617731","ENSG00000278229","RPS17",6218
"981","ENST00000611663","ENSG00000274763","KIR3DL3",115653
"982","ENST00000617067","ENSG00000277375","KIR2DP1",NA
"983","ENST00000618624","ENSG00000278140","",NA
"984","ENST00000616302","ENSG00000276625","KIR2DL1",3802
"986","ENST00000617540","ENSG00000274681","SUDS3P1",NA
"987","ENST00000622133","ENSG00000278373","G6PC2",57818
"992","ENST00000629850","ENSG00000280635","PROP1",5626
"993","ENST00000618495","ENSG00000274679","SPATC1L",84221
"995","ENST00000632893","ENSG00000282770","DLG5-AS1",NA
"997","ENST00000615970","ENSG00000278271","KIR2DL4",3805
"998","ENST00000633666","ENSG00000282690","",NA
"999","ENST00000611238","ENSG00000276516","RN7SL284P",NA
"1000","ENST00000516518","ENSG00000276274","RNU6-1266P",NA
"1001","ENST00000612660","ENSG00000275317","KIR2DL4",3805
"1006","ENST00000627224","ENSG00000281486","SNTG2",54221
"1007","ENST00000627456","ENSG00000281351","SUDS3P1",NA
"1008","ENST00000626638","ENSG00000280559","",NA
"1011","ENST00000631713","ENSG00000282753","",NA
"1012","ENST00000634135","ENSG00000282649","SEPTIN9-DT",105371907
"1015","ENST00000625424","ENSG00000280647","",NA
"1016","ENST00000614006","ENSG00000274382","PROP1",5626
"1017","ENST00000633557","ENSG00000282302","SEPTIN9",10801
"1024","ENST00000630289","ENSG00000281644","",NA
"1028","ENST00000627840","ENSG00000281149","",NA
"1029","ENST00000633915","ENSG00000282606","",NA
"1030","ENST00000629950","ENSG00000280986","LINC01659",NA
"1032","ENST00000627875","ENSG00000281254","",NA
"1033","ENST00000627950","ENSG00000278666","",NA
"1046","ENST00000627610","ENSG00000281173","ABCB10P1",NA
"1047","ENST00000633492","ENSG00000281949","",NA
"1048","ENST00000625503","ENSG00000278508","GOLGA8DP",100132979
"1050","ENST00000633342","ENSG00000282330","",NA
"1051","ENST00000631403","ENSG00000281995","",NA
"1052","ENST00000627412","ENSG00000281076","ZDHHC8P1",NA
"1057","ENST00000633525","ENSG00000281942","",NA
"1059","ENST00000632301","ENSG00000282752","CTDP1",9150
"1064","ENST00000572281","ENSG00000262113","",NA
"1065","ENST00000632047","ENSG00000282480","",NA
"1066","ENST00000631514","ENSG00000282766","",NA
"1067","ENST00000612084","ENSG00000277909","SPC25",57405
"1072","ENST00000618679","ENSG00000277428","",NA
"1073","ENST00000612465","ENSG00000276256","",389831
"1074","ENST00000616783","ENSG00000275245","",NA
"1075","ENST00000621436","ENSG00000276154","KIR2DS4",3809
"1076","ENST00000631298","ENSG00000280839","CES5AP1",NA
"1081","ENST00000631255","ENSG00000281919","SLC45A2",51151
"1085","ENST00000611333","ENSG00000275225","",NA
"1086","ENST00000612763","ENSG00000277567","",NA
"1087","ENST00000620568","ENSG00000278856","KIR3DL1",3811
"1089","ENST00000633133","ENSG00000274166","GOLGA6L10",643707
"1092","ENST00000616205","ENSG00000277069","RXFP3",51289
"1093","ENST00000627256","ENSG00000277518","MUC6",4588
"1098","ENST00000631056","ENSG00000280807","TUBGCP5",114791
"1103","ENST00000625675","ENSG00000281690","ADAMTS12",81792
"1107","ENST00000617790","ENSG00000275623","KIR2DL3",3804
"1108","ENST00000630102","ENSG00000281374","",NA
"1111","ENST00000610688","ENSG00000274657","FAM230I",NA
"1112","ENST00000410416","ENSG00000277091","",NA
"1113","ENST00000621753","ENSG00000277642","",NA
"1114","ENST00000633727","ENSG00000282596","DNM1P38",NA
"1115","ENST00000628901","ENSG00000280971","",NA
"1116","ENST00000610863","ENSG00000275326","NOSTRIN",115677
"1128","ENST00000631400","ENSG00000282352","ZNF965P",NA
"1129","ENST00000628235","ENSG00000281077","LINC02557",NA
"1130","ENST00000632927","ENSG00000282037","GXYLT1P1",NA
"1131","ENST00000632267","ENSG00000282782","CYP4F34P",NA
"1132","ENST00000632776","ENSG00000282611","CNN2P12",NA
"1133","ENST00000625471","ENSG00000275517","PRB1",NA
"1138","ENST00000632271","ENSG00000282677","SNX18P26",NA
"1139","ENST00000632466","ENSG00000282536","LINC00328-2P",NA
"1140","ENST00000632223","ENSG00000282715","ANKRD20A9P",NA
"1141","ENST00000611085","ENSG00000278247","GOLGA6L1",283767
"1142","ENST00000632265","ENSG00000277445","CPEB1",64506
"1160","ENST00000614719","ENSG00000275671","",NA
"1161","ENST00000615657","ENSG00000278853","RNU6-55P",NA
"1162","ENST00000516570","ENSG00000252379","",NA
"1163","ENST00000611089","ENSG00000274771","",NA
"1164","ENST00000613601","ENSG00000274980","RNU6-1025P",NA
"1165","ENST00000628385","ENSG00000281737","MPHOSPH10P5",NA
"1166","ENST00000631018","ENSG00000281725","ELMO2P1",NA
"1168","ENST00000619072","ENSG00000277354","CRIM1",51232
"1171","ENST00000614232","ENSG00000276512","",79166
"1173","ENST00000398929","ENSG00000278476","RPL21P36",NA
"1174","ENST00000572768","ENSG00000262892","",NA
"1175","ENST00000618713","ENSG00000274254","KIR3DL3",115653
"1176","ENST00000626075","ENSG00000281754","",NA
"1177","ENST00000617957","ENSG00000275083","KIR3DL2",3812
"1179","ENST00000624006","ENSG00000279215","CRIM1-DT",NA
"1180","ENST00000571751","ENSG00000262634","SKA1",220134
"1185","ENST00000630789","ENSG00000280490","",NA
"1186","ENST00000616494","ENSG00000277046","",NA
"1187","ENST00000633955","ENSG00000282734","",286083
"1188","ENST00000633337","ENSG00000281997","",NA
"1189","ENST00000632332","ENSG00000282141","",NA
"1190","ENST00000612541","ENSG00000278489","KRTAP5-2",440021
"1191","ENST00000632213","ENSG00000282001","DLGAP2-AS1",100507435
"1192","ENST00000627970","ENSG00000281240","LINC02708",NA
"1193","ENST00000629833","ENSG00000281783","FAM99B",100132464
"1194","ENST00000626916","ENSG00000281733","FAM99A",387742
"1196","ENST00000572413","ENSG00000262679","APOBEC3B-AS1",100874530
"1197","ENST00000620564","ENSG00000275920","KRTAP5-3",387266
"1198","ENST00000573437","ENSG00000262536","",NA
"1199","ENST00000624713","ENSG00000262156","APOBEC3A",200315
"1207","ENST00000629556","ENSG00000277068","KRTAP5-4",387267
"1209","ENST00000627979","ENSG00000281232","",NA
"1210","ENST00000633655","ENSG00000282152","DLGAP2",9228
"1212","ENST00000619083","ENSG00000278210","KRTAP5-1",387264
"1213","ENST00000629767","ENSG00000281645","",NA
"1214","ENST00000618541","ENSG00000277291","KRTAP5-5",439915
"1215","ENST00000625453","ENSG00000281801","",NA
"1219","ENST00000632171","ENSG00000281953","",NA
"1220","ENST00000625578","ENSG00000273793","DUSP8",1850
"1223","ENST00000573680","ENSG00000263141","PAXBP1",94104
"1228","ENST00000576811","ENSG00000262453","",NA
"1229","ENST00000632577","ENSG00000282110","MAPK4",5596
"1233","ENST00000617253","ENSG00000276565","",NA
"1234","ENST00000576372","ENSG00000262938","C21orf62",56245
"1238","ENST00000633913","ENSG00000275031","METRNL",284207
"1242","ENST00000633251","ENSG00000282085","",NA
"1243","ENST00000631838","ENSG00000282443","",NA
"1244","ENST00000576449","ENSG00000262132","RNA5SP458",NA
"1245","ENST00000570815","ENSG00000263270","",NA
"1248","ENST00000629225","ENSG00000274404","GOLGA6L22",440243
"1250","ENST00000629428","ENSG00000281567","SLC25A51P1",NA
"1251","ENST00000444694","ENSG00000277364","ADH5P4",NA
"1252","ENST00000622568","ENSG00000274971","",NA
"1253","ENST00000575401","ENSG00000263140","C21orf62-AS1",NA
"1260","ENST00000614639","ENSG00000275731","KIR2DS4",3809
"1261","ENST00000576369","ENSG00000261846","AADACL2",344752
"1263","ENST00000628019","ENSG00000281537","",NA
"1264","ENST00000618143","ENSG00000278429","GOLGA8EP",390535
"1266","ENST00000625183","ENSG00000280072","",NA
"1267","ENST00000628827","ENSG00000280784","",NA
"1268","ENST00000632002","ENSG00000281945","",NA
"1272","ENST00000628637","ENSG00000280557","GNG5P1",NA
"1273","ENST00000627794","ENSG00000280765","",101929297
"1274","ENST00000573278","ENSG00000262411","LINC02066",NA
"1275","ENST00000619328","ENSG00000278063","",NA
"1276","ENST00000570746","ENSG00000262466","AADACL2-AS1",NA
"1278","ENST00000627549","ENSG00000280898","",NA
"1279","ENST00000629080","ENSG00000280787","HERC2P2",NA
"1282","ENST00000633825","ENSG00000278759","TBCD",6904
"1301","ENST00000572611","ENSG00000262159","RPS6P22",NA
"1302","ENST00000573768","ENSG00000262592","LRIG3-DT",NA
"1303","ENST00000574532","ENSG00000262036","",NA
"1304","ENST00000613476","ENSG00000274296","DECR2",26063
"1321","ENST00000631163","ENSG00000281828","HERC2P7",NA
"1322","ENST00000630872","ENSG00000281846","SPATA31E3P",NA
"1323","ENST00000628100","ENSG00000281422","",NA
"1324","ENST00000626194","ENSG00000281356","GOLGA8IP",283796
"1326","ENST00000625404","ENSG00000280700","MPHOSPH10P9",NA
"1327","ENST00000622446","ENSG00000276062","",NA
"1328","ENST00000612527","ENSG00000276377","",NA
"1329","ENST00000615502","ENSG00000281216","KIF26B",55083
"1332","ENST00000613230","ENSG00000277400","",NA
"1333","ENST00000612573","ENSG00000275456","KIR2DL4",3805
"1334","ENST00000400754","ENSG00000274847","MAFIP",727764
"1335","ENST00000629874","ENSG00000281758","KCNIP4",80333
"1338","ENST00000626831","ENSG00000280500","ELMO2P1",NA
"1340","ENST00000612805","ENSG00000278070","GOLGA8DP",100132979
"1341","ENST00000627292","ENSG00000281559","",NA
"1342","ENST00000628158","ENSG00000280838","",NA
"1343","ENST00000571381","ENSG00000263127","RPL4P5",NA
"1344","ENST00000627514","ENSG00000281470","",NA
"1345","ENST00000611731","ENSG00000277389","KRTAP5-6",440023
"1346","ENST00000625554","ENSG00000280585","KRTAP5-1",387264
"1347","ENST00000630519","ENSG00000278620","KRTAP5-4",387267
"1349","ENST00000626458","ENSG00000280679","",NA
"1350","ENST00000626496","ENSG00000280618","CYFIP1",23191
"1362","ENST00000626614","ENSG00000278302","KRTAP5-5",439915
"1364","ENST00000629621","ENSG00000281261","FAM99A",387742
"1366","ENST00000627821","ENSG00000281633","LINC02708",NA
"1367","ENST00000628227","ENSG00000281176","",NA
"1371","ENST00000629396","ENSG00000281111","",NA
"1372","ENST00000629053","ENSG00000278165","DUSP8",1850
"1375","ENST00000621596","ENSG00000277033","B3GNTL1",146712
"1386","ENST00000622284","ENSG00000281703","",NA
"1387","ENST00000611522","ENSG00000278019","",NA
"1388","ENST00000631036","ENSG00000281829","FAM99B",100132464
"1389","ENST00000627475","ENSG00000280619","",107987420
"1391","ENST00000625556","ENSG00000281618","IFITM10",NA
"1394","ENST00000612919","ENSG00000273748","",NA
"1395","ENST00000626219","ENSG00000281380","",NA
"1396","ENST00000627584","ENSG00000281191","KRTAP5-3",387266
"1397","ENST00000628787","ENSG00000281533","KRTAP5-2",440021
"1398","ENST00000614773","ENSG00000273772","SMN2",6606
"1420","ENST00000615218","ENSG00000278411","",NA
"1421","ENST00000632366","ENSG00000282201","",NA
"1422","ENST00000611004","ENSG00000275338","RAB11FIP3",9727
"1433","ENST00000613951","ENSG00000275306","KIR2DS1",3806
"1434","ENST00000622249","ENSG00000278403","KIR3DL2",3812
"1436","ENST00000627361","ENSG00000280716","FRG1-DT",728339
"1440","ENST00000625835","ENSG00000281830","",105377617
"1441","ENST00000629858","ENSG00000281012","",NA
"1442","ENST00000632303","ENSG00000282464","",NA
"1443","ENST00000627559","ENSG00000281916","",NA
"1444","ENST00000616813","ENSG00000275009","GOLGA6L1",283767
"1445","ENST00000611111","ENSG00000273831","LRRC56",115399
"1446","ENST00000611407","ENSG00000276052","RNU1-51P",NA
"1447","ENST00000615799","ENSG00000277848","MEGF11",84465
"1460","ENST00000626800","ENSG00000280461","ABCB10P1",NA
"1461","ENST00000631187","ENSG00000276856","TUBGCP5",114791
"1472","ENST00000633425","ENSG00000282457","CSPG4P10",NA
"1474","ENST00000576098","ENSG00000263057","KRT20",54474
"1476","ENST00000633757","ENSG00000282814","",NA
"1477","ENST00000632461","ENSG00000274320","GOLGA6L9",440295
"1480","ENST00000605916","ENSG00000272765","NDUFA6",4700
"1482","ENST00000571440","ENSG00000262068","KRTAP3-1",NA
"1484","ENST00000633057","ENSG00000274780","PHRF1",57661
"1490","ENST00000575409","ENSG00000263296","KRTAP3-2",83897
"1491","ENST00000574943","ENSG00000262024","TCF20",6942
"1495","ENST00000574465","ENSG00000262121","KRTAP4-9",100132386
"1496","ENST00000572903","ENSG00000263091","KRTAP2-4",85294
"1497","ENST00000585210","ENSG00000264450","",NA
"1498","ENST00000633061","ENSG00000282378","",NA
"1499","ENST00000633632","ENSG00000282209","GOLGA6L17P",NA
"1501","ENST00000631935","ENSG00000282485","LINC00235",NA
"1502","ENST00000632256","ENSG00000282214","CAPN15",6650
"1506","ENST00000574480","ENSG00000263309","KRT23",25984
"1515","ENST00000616605","ENSG00000274018","",NA
"1516","ENST00000633171","ENSG00000282755","",NA
"1517","ENST00000631667","ENSG00000282514","",NA
"1518","ENST00000631666","ENSG00000282183","GOLGA2P10",NA
"1524","ENST00000608773","ENSG00000272901","SMDT1",91689
"1528","ENST00000617984","ENSG00000275737","KIR2DS2",100132285
"1529","ENST00000615475","ENSG00000278481","KIR2DL5B",553128
"1530","ENST00000628673","ENSG00000281425","",NA
"1531","ENST00000631053","ENSG00000280638","CDH12P2",NA
"1532","ENST00000631096","ENSG00000280840","PMCHL2",5370
"1536","ENST00000614725","ENSG00000277163","KIR2DS3",3808
"1537","ENST00000614321","ENSG00000273616","NDUFA6-DT",NA
"1540","ENST00000618755","ENSG00000278086","",NA
"1541","ENST00000620526","ENSG00000278562","",NA
"1542","ENST00000606598","ENSG00000272813","OLA1P1",NA
"1543","ENST00000612389","ENSG00000277540","KIR2DL4",3805
"1546","ENST00000571242","ENSG00000262303","",NA
"1547","ENST00000622019","ENSG00000277844","DIS3L-AS1",NA
"1548","ENST00000628423","ENSG00000276910","GTF2H2",2966
"1576","ENST00000574062","ENSG00000263181","CYP2D7",NA
"1582","ENST00000632078","ENSG00000276896","GOLGA8F",100132565
"1588","ENST00000632410","ENSG00000282280","",NA
"1589","ENST00000632596","ENSG00000274042","",647042
"1591","ENST00000618316","ENSG00000276228","UBE2Q2P6",NA
"1592","ENST00000627600","ENSG00000280750","",NA
"1593","ENST00000393394","ENSG00000273673","",NA
"1596","ENST00000628060","ENSG00000280613","NDUFA6-DT",NA
"1609","ENST00000634190","ENSG00000281976","ADAMTS7P1",NA
"1612","ENST00000574289","ENSG00000262473","GART",2618
"1620","ENST00000629261","ENSG00000273785","CYP2D8P",NA
"1621","ENST00000618719","ENSG00000278088","CYP2D7",NA
"1629","ENST00000627506","ENSG00000280821","",NA
"1630","ENST00000631630","ENSG00000282090","HERC2P11",NA
"1631","ENST00000625945","ENSG00000272835","SMDT1",91689
"1634","ENST00000633127","ENSG00000282084","UBE2Q2P2",NA
"1638","ENST00000621722","ENSG00000276143","",NA
"1639","ENST00000612716","ENSG00000275855","",NA
"1640","ENST00000633580","ENSG00000282126","",NA
"1641","ENST00000576064","ENSG00000262845","KRT40",125115
"1644","ENST00000633770","ENSG00000273651","GOLGA8G",283768
"1652","ENST00000617247","ENSG00000274692","KIR2DL1",3802
"1653","ENST00000606805","ENSG00000273194","OLA1P1",NA
"1654","ENST00000630971","ENSG00000273397","NDUFA6",4700
"1657","ENST00000621178","ENSG00000275037","KIR3DS1",3813
"1661","ENST00000610645","ENSG00000275049","",NA
"1662","ENST00000570744","ENSG00000262148","RPS5P3",NA
"1663","ENST00000572540","ENSG00000262911","DNAJC28",54943
"1667","ENST00000573149","ENSG00000262055","CYP2D8P",NA
"1668","ENST00000618993","ENSG00000275062","KIR3DL3",115653
"1669","ENST00000607853","ENSG00000272532","CYP2D6",1565
"1675","ENST00000573871","ENSG00000262808","KRTAP1-1",81851
"1676","ENST00000572016","ENSG00000262795","IFNGR2",3460
"1682","ENST00000573155","ENSG00000262731","",728279
"1684","ENST00000573418","ENSG00000263229","KRTAP4-11",653240
"1685","ENST00000576929","ENSG00000262487","",NA
"1686","ENST00000575879","ENSG00000262376","KRTAP2-5P",NA
"1687","ENST00000575715","ENSG00000262347","KRTAP1-3",81850
"1688","ENST00000576939","ENSG00000262520","KRTAP4-16",NA
"1689","ENST00000572470","ENSG00000263243","KRT12",NA
"1690","ENST00000629349","ENSG00000280815","OR2AS2P",NA
"1691","ENST00000612137","ENSG00000278659","OR2T6",254879
"1692","ENST00000616594","ENSG00000275754","OR2T2",401992
"1693","ENST00000622637","ENSG00000275617","OR2T4",127074
"1694","ENST00000572212","ENSG00000261862","KRTAP1-5",83895
"1695","ENST00000626892","ENSG00000281489","OR2T7",81458
"1696","ENST00000611851","ENSG00000273508","OR2T1",26696
"1697","ENST00000575391","ENSG00000262164","KRT39",390792
"1700","ENST00000610467","ENSG00000277113","OR2T3",343173
"1701","ENST00000625923","ENSG00000280476","MPHOSPH10P5",NA
"1702","ENST00000620813","ENSG00000275102","OR2T5",401993
"1703","ENST00000613772","ENSG00000274040","",NA
"1704","ENST00000630608","ENSG00000281658","",NA
"1705","ENST00000620485","ENSG00000277982","KIR3DL2",3812
"1707","ENST00000574614","ENSG00000262616","KRTAP3-4P",NA
"1708","ENST00000571136","ENSG00000261852","KRTAP2-1",81872
"1710","ENST00000628756","ENSG00000281915","MUC20-OT1",NA
"1848","ENST00000572132","ENSG00000263101","KRTAP3-3",85293
"1849","ENST00000570303","ENSG00000262862","KRTAP2-3",730755
"1850","ENST00000571271","ENSG00000263236","KRTAP4-12",83755
"1851","ENST00000631893","ENSG00000282113","",NA
"1852","ENST00000633582","ENSG00000282114","LINC00824",NA
"1856","ENST00000576814","ENSG00000263242","KRTAP1-4",728255
"1857","ENST00000571574","ENSG00000266286","",100996750
"1858","ENST00000574631","ENSG00000261968","",728224
"1860","ENST00000627762","ENSG00000281417","",NA
"1861","ENST00000607223","ENSG00000272000","",NA
"1863","ENST00000573757","ENSG00000263160","TMEM50B",757
"1873","ENST00000619770","ENSG00000273635","",NA
"1874","ENST00000631467","ENSG00000282531","",NA
"1875","ENST00000621975","ENSG00000276455","",645202
"1876","ENST00000629494","ENSG00000281794","MUC20-OT1",NA
"2014","ENST00000632564","ENSG00000281946","",NA
"2015","ENST00000621497","ENSG00000274192","ABCB10P4",NA
"2016","ENST00000622709","ENSG00000273969","",NA
"2017","ENST00000631394","ENSG00000282058","",NA
"2018","ENST00000619605","ENSG00000276485","GOLGA6L25P",100132202
"2019","ENST00000614323","ENSG00000276005","",NA
"2021","ENST00000612983","ENSG00000278846","OLA1P1",NA
"2022","ENST00000627191","ENSG00000281184","PSMB1",5689
"2023","ENST00000633465","ENSG00000282516","",NA
"2024","ENST00000633000","ENSG00000282731","",NA
"2025","ENST00000625579","ENSG00000280556","",NA
"2026","ENST00000632568","ENSG00000282587","",NA
"2027","ENST00000629564","ENSG00000280722","",NA
"2028","ENST00000631356","ENSG00000280880","",NA
"2029","ENST00000629839","ENSG00000281761","",NA
"2030","ENST00000612383","ENSG00000277278","HERC2",8924
"2033","ENST00000627084","ENSG00000281542","",NA
"2034","ENST00000619268","ENSG00000275333","FAM120B",84498
"2039","ENST00000628740","ENSG00000277365","NDUFA6",4700
"2042","ENST00000612625","ENSG00000274801","",NA
"2043","ENST00000634051","ENSG00000282581","",NA
"2044","ENST00000613384","ENSG00000276767","",NA
"2045","ENST00000617112","ENSG00000274700","",NA
"2046","ENST00000615524","ENSG00000274122","",NA
"2047","ENST00000630819","ENSG00000274112","SMDT1",91689
